Volatility,Node,Date,Sit,INV,DNG,QNG,HHDiffit,Ft,COT,HHst,TFE,,,
0.009149338,Midwest,12/14/2012,4.56,1029,121237.50,5246.75,-1.260,3.383,1167143,3.3,155,,,
0,Midwest,12/21/2012,4.56,1004,121237.50,5246.75,-1.260,3.402,1164624,3.3,156,,,
0.001007811,Midwest,12/28/2012,4.56,959,121237.50,5246.75,-1.220,3.39,1164815,3.34,157,,,
0.102190271,Midwest,1/4/2013,4.11,901,150240.75,5067.25,-0.830,3.267,1175043,3.28,158,,,
0.014515895,Midwest,1/11/2013,4.11,855,150240.75,5067.25,-0.930,3.223,1174780,3.18,159,,,
0.078159325,Midwest,1/18/2013,4.11,804,150240.75,5067.25,-0.670,3.465,1174981,3.44,160,,,
0.022276676,Midwest,1/25/2013,4.11,732,150240.75,5067.25,-0.570,3.501,1146846,3.54,161,,,
0.295783318,Midwest,2/1/2013,4.14,688,134160.25,4525.75,-0.880,3.298,1201259,3.26,162,,,
0.006327479,Midwest,2/8/2013,4.14,631,134160.25,4525.75,-0.810,3.338,1193809,3.33,163,,,
0.007468374,Midwest,2/15/2013,4.14,590,134160.25,4525.75,-0.880,3.226,1199688,3.26,164,,,
0.000516529,Midwest,2/22/2013,4.14,534,134160.25,4525.75,-0.860,3.272,1201674,3.28,165,,,
0.008653326,Midwest,3/1/2013,4.42,493,105488.80,3994.00,-0.940,3.443,1236980,3.48,166,,,
0.009167044,Midwest,3/8/2013,4.42,448,105488.80,3994.00,-0.850,3.548,1272844,3.57,167,,,
0.04,Midwest,3/15/2013,4.42,422,105488.80,3994.00,-0.680,3.732,1340116,3.74,168,,,
0.13516436,Midwest,3/22/2013,4.42,382,105488.80,3994.00,-0.430,3.935,1407669,3.99,169,,,
0.019469984,Midwest,3/29/2013,4.42,356,105488.80,3994.00,-0.370,3.983,1459808,4.05,170,,,
5.528853178,Midwest,4/5/2013,5.23,347,87325.75,4795.75,-1.240,3.991,1517970,3.99,171,,,
0.012747138,Midwest,4/12/2013,5.23,351,87325.75,4795.75,-1.100,4.109,1564250,4.13,172,,,
0.011900826,Midwest,4/19/2013,5.23,354,87325.75,4795.75,-0.980,4.264,1573733,4.25,173,,,
0.000104123,Midwest,4/26/2013,5.23,356,87325.75,4795.75,-0.990,4.198,1559802,4.24,174,,,
0.275890215,Midwest,5/3/2013,4.7,376,48546.20,4021.40,-0.470,4.225,1537414,4.23,175,,,
0.523313717,Midwest,5/10/2013,4.7,399,48546.20,4021.40,-0.810,3.96,1507390,3.89,176,,,
0.005486968,Midwest,5/17/2013,4.7,419,48546.20,4021.40,-0.750,4.001,1490834,3.95,177,,,
0.064177778,Midwest,5/24/2013,4.7,445,48546.20,4021.40,-0.560,4.193,1498148,4.14,178,,,
0.00127551,Midwest,5/31/2013,4.7,473,48546.20,4021.40,-0.580,4.082,1460034,4.12,179,,,
0.343638526,Midwest,6/7/2013,4.86,500,50478.00,4806.25,-0.920,3.929,1433839,3.94,180,,,
0.034144612,Midwest,6/14/2013,4.86,529,50478.00,4806.25,-1.090,3.77,1442807,3.77,181,,,
0.0084168,Midwest,6/21/2013,4.86,560,50478.00,4806.25,-0.990,3.878,1408440,3.87,182,,,
0.022956841,Midwest,6/28/2013,4.86,586,50478.00,4806.25,-1.140,3.648,1388993,3.72,183,,,
0.003770391,Midwest,7/5/2013,4.75,616,56055.00,4944.50,-1.210,3.635,1380105,3.54,184,,,
0.009835394,Midwest,7/12/2013,4.75,641,56055.00,4944.50,-1.090,3.667,1406912,3.66,185,,,
0.000757512,Midwest,7/19/2013,4.75,658,56055.00,4944.50,-1.060,3.716,1399786,3.69,186,,,
0.000355999,Midwest,7/26/2013,4.75,684,56055.00,4944.50,-1.080,3.663,1368913,3.67,187,,,
0.019290123,Midwest,8/2/2013,4.68,715,43242.80,3987.40,-1.230,3.414,1368006,3.45,188,,,
0.0111706,Midwest,8/9/2013,4.68,745,43242.80,3987.40,-1.360,3.282,1370250,3.32,189,,,
0.000486592,Midwest,8/16/2013,4.68,774,43242.80,3987.40,-1.330,3.345,1363235,3.35,190,,,
0.011080332,Midwest,8/23/2013,4.68,805,43242.80,3987.40,-1.190,3.479,1328438,3.49,191,,,
0.002542193,Midwest,8/30/2013,4.68,831,43242.80,3987.40,-1.130,3.558,1328801,3.55,192,,,
0.001253035,Midwest,9/6/2013,4.73,861,52423.75,4876.25,-1.090,3.614,1306595,3.64,193,,,
0.000757512,Midwest,9/13/2013,4.73,885,52423.75,4876.25,-1.120,3.614,1325431,3.61,194,,,
0.007971939,Midwest,9/20/2013,4.73,917,52423.75,4876.25,-1.020,3.721,1284673,3.71,195,,,
0.024605921,Midwest,9/27/2013,4.73,951,52423.75,4876.25,-1.180,3.535,1275792,3.55,196,,,
0.151967825,Midwest,10/4/2013,4.28,980,71207.75,4949.25,-0.720,3.543,1246549,3.56,197,,,
0.037808642,Midwest,10/11/2013,4.28,1008,71207.75,4949.25,-0.580,3.705,1266770,3.7,198,,,
0.024078478,Midwest,10/18/2013,4.28,1036,71207.75,4949.25,-0.490,3.78,1261740,3.79,199,,,
0.041649313,Midwest,10/25/2013,4.28,1046,71207.75,4949.25,-0.590,3.641,1261896,3.69,200,,,
0.023269176,Midwest,11/1/2013,4.23,1054,88256.20,3760.20,-0.680,3.556,1278043,3.55,201,,,
0.01384083,Midwest,11/8/2013,4.23,1057,88256.20,3760.20,-0.760,3.497,1279355,3.47,202,,,
0.038954294,Midwest,11/15/2013,4.23,1042,88256.20,3760.20,-0.610,3.604,1279061,3.62,203,,,
0.009674819,Midwest,11/22/2013,4.23,1031,88256.20,3760.20,-0.550,3.663,1240883,3.68,204,,,
0.119338843,Midwest,11/29/2013,4.23,987,88256.20,3760.20,-0.360,3.864,1267787,3.87,205,,,
1.114197531,Midwest,12/6/2013,4.68,961,153216.00,4961.75,-0.740,4.034,1308411,3.94,206,,,
0.25,Midwest,12/13/2013,4.68,881,153216.00,4961.75,-0.370,4.313,1321483,4.31,207,,,
0.026296567,Midwest,12/20/2013,4.68,821,153216.00,4961.75,-0.430,4.339,1294536,4.25,208,,,
0.216333153,Midwest,12/27/2013,4.68,776,153216.00,4961.75,-0.230,4.43,1291380,4.45,209,,,
30.97164461,Midwest,1/3/2014,5.87,721,150667.40,3815.20,-1.510,4.321,1308426,4.36,210,,,
0.001096443,Midwest,1/10/2014,5.87,638,150667.40,3815.20,-1.560,4.176,1275849,4.31,211,,,
0.002629849,Midwest,1/17/2014,5.87,598,150667.40,3815.20,-1.480,4.335,1287601,4.39,212,,,
0.21735756,Midwest,1/24/2014,5.87,528,150667.40,3815.20,-0.790,4.672,1257253,5.08,213,,,
0.070661753,Midwest,1/31/2014,5.87,452,150667.40,3815.20,-0.580,5.078,1258638,5.29,214,,,
5.826397146,Midwest,2/7/2014,8.33,390,157396.50,4303.00,-1.980,5.003,1280849,6.35,215,,,
0.010203041,Midwest,2/14/2014,8.33,323,157396.50,4303.00,-1.780,4.932,1255232,6.55,216,,,
0.095474056,Midwest,2/21/2014,8.33,284,157396.50,4303.00,-2.330,5.975,1208023,6,217,,,
0.149201496,Midwest,2/28/2014,8.33,239,157396.50,4303.00,-3.230,4.903,1190626,5.1,218,,,
0.149766604,Midwest,3/7/2014,8.22,194,133464.25,4688.75,-1.980,4.592,1172007,6.24,219,,,
0.70288746,Midwest,3/14/2014,8.22,176,133464.25,4688.75,-3.640,4.511,1155891,4.58,220,,,
0.001698164,Midwest,3/21/2014,8.22,158,133464.25,4688.75,-3.790,4.432,1138127,4.43,221,,,
6.26562E-05,Midwest,3/28/2014,8.22,138,133464.25,4688.75,-3.760,4.432,1113438,4.46,222,,,
0.628140561,Midwest,4/4/2014,5.23,133,82848.50,4303.25,-0.780,4.384,1113228,4.45,223,,,
0.053254438,Midwest,4/11/2014,5.23,137,82848.50,4303.25,-0.600,4.574,1111608,4.63,224,,,
0.001111111,Midwest,4/18/2014,5.23,141,82848.50,4303.25,-0.580,4.6,1091694,4.65,225,,,
0.066884661,Midwest,4/25/2014,5.23,158,82848.50,4303.25,-0.430,4.704,1084659,4.8,226,,,
0.000540833,Midwest,5/2/2014,5.2,177,50396.20,3840.00,-0.440,4.767,1074913,4.76,227,,,
0.002066116,Midwest,5/9/2014,5.2,210,50396.20,3840.00,-0.460,4.666,1023801,4.74,228,,,
0.370510397,Midwest,5/16/2014,5.2,241,50396.20,3840.00,-0.740,4.408,997231,4.46,229,,,
0.006574142,Midwest,5/23/2014,5.2,273,50396.20,3840.00,-0.680,4.452,980333,4.52,230,,,
0,Midwest,5/30/2014,5.2,310,50396.20,3840.00,-0.680,4.556,986495,4.52,231,,,
0.25,Midwest,6/6/2014,5.63,345,52137.50,4461.25,-1.020,4.658,1020527,4.61,232,,,
0,Midwest,6/13/2014,5.63,383,52137.50,4461.25,-1.020,4.637,1059370,4.61,233,,,
0.002402922,Midwest,6/20/2014,5.63,419,52137.50,4461.25,-0.970,4.652,1045923,4.66,234,,,
0.020831119,Midwest,6/27/2014,5.63,455,52137.50,4461.25,-1.110,4.469,1031681,4.52,235,,,
0.00073046,Midwest,7/4/2014,5.55,490,50785.75,4679.00,-1.140,4.42,1040013,4.41,236,,,
0.037242228,Midwest,7/11/2014,5.55,528,50785.75,4679.00,-1.360,4.173,1028965,4.19,237,,,
0.003460208,Midwest,7/18/2014,5.55,561,50785.75,4679.00,-1.440,4.054,1010714,4.11,238,,,
0.03515625,Midwest,7/25/2014,5.55,593,50785.75,4679.00,-1.710,3.802,982801,3.84,239,,,
0.011080332,Midwest,8/1/2014,5.32,627,42910.00,3841.20,-1.530,3.796,969135,3.79,240,,,
0.007219446,Midwest,8/8/2014,5.32,662,42910.00,3841.20,-1.400,3.9,956296,3.92,241,,,
0.000204082,Midwest,8/15/2014,5.32,699,42910.00,3841.20,-1.420,3.89,960195,3.9,242,,,
0.001239833,Midwest,8/22/2014,5.32,736,42910.00,3841.20,-1.470,3.844,952728,3.85,243,,,
0.011846916,Midwest,8/29/2014,5.32,772,42910.00,3841.20,-1.310,3.983,976994,4.01,244,,,
0.049006468,Midwest,9/5/2014,4.95,809,54063.00,4594.50,-1.020,3.837,989817,3.93,245,,,
0.000384468,Midwest,9/12/2014,4.95,843,54063.00,4594.50,-1.040,3.899,999207,3.91,246,,,
0.00147929,Midwest,9/19/2014,4.95,877,54063.00,4594.50,-1.000,3.937,944154,3.95,247,,,
0.0049,Midwest,9/26/2014,4.95,913,54063.00,4594.50,-1.070,3.906,937715,3.88,248,,,
0.335749847,Midwest,10/3/2014,4.47,948,59812.40,3831.60,-0.450,4.054,921759,4.02,249,,,
0.111111111,Midwest,10/10/2014,4.47,973,59812.40,3831.60,-0.600,3.883,922102,3.87,250,,,
0.006944444,Midwest,10/17/2014,4.47,1002,59812.40,3831.60,-0.650,3.819,912072,3.82,251,,,
0.085443787,Midwest,10/24/2014,4.47,1024,59812.40,3831.60,-0.840,3.657,891641,3.63,252,,,
0.000566893,Midwest,10/31/2014,4.47,1051,59812.40,3831.60,-0.820,3.728,915135,3.65,253,,,
0.007287329,Midwest,11/7/2014,4.72,1057,122390.75,4500.75,-0.890,4.237,967434,3.83,254,,,
0.137482641,Midwest,11/14/2014,4.72,1050,122390.75,4500.75,-0.560,4.137,966597,4.16,255,,,
0.103316327,Midwest,11/21/2014,4.72,1001,122390.75,4500.75,-0.380,4.342,955365,4.34,256,,,
0.224376731,Midwest,11/28/2014,4.72,980,122390.75,4500.75,-0.560,4.219,969944,4.16,257,,,
3.18877551,Midwest,12/5/2014,5.31,951,134806.00,4811.25,-1.560,3.827,948980,3.75,258,,,
0.003328402,Midwest,12/12/2014,5.31,923,134806.00,4811.25,-1.650,3.676,920021,3.66,259,,,
0.000330579,Midwest,12/19/2014,5.31,902,134806.00,4811.25,-1.620,3.629,924013,3.69,260,,,
0.214334705,Midwest,12/26/2014,5.31,885,134806.00,4811.25,-2.370,3.088,933734,2.94,261,,,
0.450088127,Midwest,1/2/2015,3.87,849,132473.20,0.00,-0.780,3.044,956917,3.09,262,,,
0.00591716,Midwest,1/9/2015,3.87,774,132473.20,0.00,-0.840,2.913,984362,3.03,263,,,
0.003543084,Midwest,1/16/2015,3.87,711,132473.20,0.00,-0.790,3.051,1019571,3.08,264,,,
0.027078994,Midwest,1/23/2015,3.87,677,132473.20,0.00,-0.920,2.907,1000469,2.95,265,,,
0.001890359,Midwest,1/30/2015,3.87,632,132473.20,0.00,-0.960,2.828,1014989,2.91,266,,,
0.156684028,Midwest,2/6/2015,4.06,572,170915.25,0.00,-1.340,2.655,1013349,2.72,267,,,
0.000501225,Midwest,2/13/2015,4.06,518,170915.25,0.00,-1.310,2.718,1002010,2.75,268,,,
0.013111124,Midwest,2/20/2015,4.06,435,170915.25,0.00,-1.160,2.844,984419,2.9,269,,,
0.039313317,Midwest,2/27/2015,4.06,361,170915.25,0.00,-0.930,2.821,983213,3.13,270,,,
0.029598798,Midwest,3/6/2015,3.81,303,126388.00,0.00,-0.770,2.772,973142,3.04,271,,,
0.132231405,Midwest,3/13/2015,3.81,285,126388.00,0.00,-1.050,2.739,987946,2.76,272,,,
0.001451247,Midwest,3/20/2015,3.81,279,126388.00,0.00,-1.010,2.818,956871,2.8,273,,,
9.80296E-05,Midwest,3/27/2015,3.81,261,126388.00,0.00,-1.020,2.701,998123,2.79,274,,,
0.01384083,Midwest,4/3/2015,3.54,256,80725.75,0.00,-0.900,2.651,997602,2.64,275,,,
0.001111111,Midwest,4/10/2015,3.54,263,80725.75,0.00,-0.870,2.598,1029544,2.67,276,,,
0.004756243,Midwest,4/17/2015,3.54,282,80725.75,0.00,-0.930,2.594,1018282,2.61,277,,,
0.00011562,Midwest,4/24/2015,3.54,296,80725.75,0.00,-0.940,2.556,1027660,2.6,278,,,
0.219103667,Midwest,5/1/2015,3.95,311,48982.80,0.00,-1.380,2.628,1013527,2.57,279,,,
0.017013233,Midwest,5/8/2015,3.95,339,48982.80,0.00,-1.200,2.798,1018067,2.75,280,,,
0.011736111,Midwest,5/15/2015,3.95,364,48982.80,0.00,-1.070,2.932,1028741,2.88,281,,,
0.010568609,Midwest,5/22/2015,3.95,396,48982.80,0.00,-0.960,2.942,983234,2.99,282,,,
0.039171007,Midwest,5/29/2015,3.95,431,48982.80,0.00,-1.150,2.746,1019431,2.8,283,,,
0.063591682,Midwest,6/5/2015,4.09,464,57018.25,0.00,-1.440,2.639,1030892,2.65,284,,,
0.008150077,Midwest,6/12/2015,4.09,493,57018.25,0.00,-1.310,2.803,1051377,2.78,285,,,
0.008391119,Midwest,6/19/2015,4.09,517,57018.25,0.00,-1.190,2.846,1048052,2.9,286,,,
0.007061648,Midwest,6/26/2015,4.09,546,57018.25,0.00,-1.290,2.768,1036572,2.8,287,,,
0.64996094,Midwest,7/3/2015,5.12,582,49351.40,0.00,-2.330,2.811,1034726,2.79,288,,,
0.000294719,Midwest,7/10/2015,5.12,612,49351.40,0.00,-2.370,2.731,1000887,2.75,289,,,
0.003489469,Midwest,7/17/2015,5.12,636,49351.40,0.00,-2.230,2.871,1000364,2.89,290,,,
2.0109E-05,Midwest,7/24/2015,5.12,659,49351.40,0.00,-2.240,2.839,962054,2.88,291,,,
1.99298E-05,Midwest,7/31/2015,5.12,683,49351.40,0.00,-2.250,2.796,973594,2.87,292,,,
0.017777778,Midwest,8/7/2015,4.75,713,58485.00,0.00,-1.950,2.794,970067,2.8,293,,,
0.001683103,Midwest,8/14/2015,4.75,740,58485.00,0.00,-1.870,2.841,977912,2.88,294,,,
0.004832852,Midwest,8/21/2015,4.75,770,58485.00,0.00,-2.000,2.716,942081,2.75,295,,,
0.0009,Midwest,8/28/2015,4.75,815,58485.00,0.00,-2.060,2.676,922375,2.69,296,,,
0.006032614,Midwest,9/4/2015,4.91,848,57790.75,0.00,-2.220,2.684,927167,2.69,297,,,
2.02906E-05,Midwest,9/11/2015,4.91,883,57790.75,0.00,-2.210,2.684,904256,2.7,298,,,
0,Midwest,9/18/2015,4.91,918,57790.75,0.00,-2.210,2.681,905773,2.7,299,,,
0.001658443,Midwest,9/25/2015,4.91,952,57790.75,0.00,-2.300,2.575,906840,2.61,300,,,
0.263213611,Midwest,10/2/2015,3.61,984,57659.60,0.00,-1.120,2.511,943756,2.49,301,,,
0.009646046,Midwest,10/9/2015,3.61,1016,57659.60,0.00,-1.230,2.479,967718,2.38,302,,,
0.006609822,Midwest,10/16/2015,3.61,1046,57659.60,0.00,-1.130,2.475,989765,2.48,303,,,
0.007831467,Midwest,10/23/2015,3.61,1072,57659.60,0.00,-1.230,2.399,990658,2.38,304,,,
0.044682398,Midwest,10/30/2015,3.61,1097,57659.60,0.00,-1.490,2.153,1046280,2.12,305,,,
0.052069727,Midwest,11/6/2015,3.17,1117,95495.25,0.00,-1.150,2.301,998745,2.02,306,,,
0.006124764,Midwest,11/13/2015,3.17,1124,95495.25,0.00,-1.060,2.31,1004080,2.11,307,,,
0.000355999,Midwest,11/20/2015,3.17,1127,95495.25,0.00,-1.080,2.305,990097,2.09,308,,,
0.00308642,Midwest,11/27/2015,3.17,1109,95495.25,0.00,-1.020,2.205,1005820,2.15,309,,,
0.075355632,Midwest,12/4/2015,3.43,1083,120051.00,0.00,-1.300,2.2,1001636,2.13,310,,,
0.017100592,Midwest,12/11/2015,3.43,1066,120051.00,0.00,-1.470,2.041,1034263,1.96,311,,,
0.02665556,Midwest,12/18/2015,3.43,1051,120051.00,0.00,-1.710,1.806,997935,1.72,312,,,
0.000547177,Midwest,12/25/2015,3.43,1025,120051.00,0.00,-1.750,1.953,982886,1.68,313,,,
0.264489796,Midwest,1/1/2016,3.12,983,130484.20,0.00,-0.850,2.288,935925,2.27,314,,,
0.016747405,Midwest,1/8/2016,3.12,942,130484.20,0.00,-0.740,2.356,901080,2.38,315,,,
0.006574142,Midwest,1/15/2016,3.12,879,130484.20,0.00,-0.800,2.232,911328,2.32,316,,,
0.0225,Midwest,1/22/2016,3.12,811,130484.20,0.00,-0.920,2.122,895870,2.2,317,,,
0.00047259,Midwest,1/29/2016,3.12,767,130484.20,0.00,-0.900,2.201,947373,2.22,318,,,
0.059753086,Midwest,2/5/2016,2.79,739,140497.50,0.00,-0.680,2.05,955454,2.11,319,,,
0.005406574,Midwest,2/12/2016,2.79,689,140497.50,0.00,-0.630,2.049,1011059,2.16,320,,,
0.121945074,Midwest,2/19/2016,2.79,645,140497.50,0.00,-0.850,1.875,1034296,1.94,321,,,
0.019930796,Midwest,2/26/2016,2.79,621,140497.50,0.00,-0.970,1.777,1042618,1.82,322,,,
0.663301095,Midwest,3/4/2016,3.33,587,112117.00,0.00,-1.760,1.687,1072608,1.57,323,,,
0.00158187,Midwest,3/11/2016,3.33,577,112117.00,0.00,-1.690,1.753,1109271,1.64,324,,,
0.007877875,Midwest,3/18/2016,3.33,571,112117.00,0.00,-1.540,1.876,1070818,1.79,325,,,
0,Midwest,3/25/2016,3.33,555,112117.00,0.00,-1.540,1.823,1073459,1.79,326,,,
4.21656E-05,Midwest,4/1/2016,3.39,548,73727.40,0.00,-1.530,1.932,1094070,1.86,327,,,
0.004271861,Midwest,4/8/2016,3.39,538,73727.40,0.00,-1.430,1.974,1131760,1.96,328,,,
0.001760477,Midwest,4/15/2016,3.39,538,73727.40,0.00,-1.490,1.965,1157059,1.9,329,,,
4.5043E-05,Midwest,4/22/2016,3.39,554,73727.40,0.00,-1.480,2.061,1098995,1.91,330,,,
4.56538E-05,Midwest,4/29/2016,3.39,566,73727.40,0.00,-1.470,2.069,1106944,1.92,331,,,
0.050395668,Midwest,5/6/2016,3.1,582,73406.25,0.00,-1.140,2.089,1073563,1.96,332,,,
0.001231148,Midwest,5/13/2016,3.1,606,73406.25,0.00,-1.100,2.136,1088763,2,333,,,
0.01,Midwest,5/20/2016,3.1,629,73406.25,0.00,-1.210,2.036,1076282,1.89,334,,,
0.001707534,Midwest,5/27/2016,3.1,655,73406.25,0.00,-1.260,2.032,1075414,1.84,335,,,
0.06053162,Midwest,6/3/2016,3.1,679,54050.25,0.00,-0.950,2.356,1051119,2.15,336,,,
0.048864266,Midwest,6/10/2016,3.1,703,54050.25,0.00,-0.740,2.516,1073841,2.36,337,,,
0.09660336,Midwest,6/17/2016,3.1,724,54050.25,0.00,-0.510,2.597,1075469,2.59,338,,,
0.098423683,Midwest,6/24/2016,3.1,742,54050.25,0.00,-0.350,2.71,1063784,2.75,339,,,
8.327346939,Midwest,7/1/2016,4.25,764,45455.00,0.00,-1.360,2.881,1057182,2.89,340,,,
0.002649221,Midwest,7/8/2016,4.25,785,45455.00,0.00,-1.430,2.782,1022505,2.82,341,,,
4.89021E-05,Midwest,7/15/2016,4.25,801,45455.00,0.00,-1.440,2.731,1007203,2.81,342,,,
0.000192901,Midwest,7/22/2016,4.25,815,45455.00,0.00,-1.460,2.715,960843,2.79,343,,,
0.001688872,Midwest,7/29/2016,4.25,825,45455.00,0.00,-1.400,2.776,1008978,2.85,344,,,
0.073673469,Midwest,8/5/2016,4.66,845,72490.00,0.00,-1.780,2.79,1055048,2.88,345,,,
0.003818962,Midwest,8/12/2016,4.66,861,72490.00,0.00,-1.890,2.612,1097985,2.77,346,,,
0.000447916,Midwest,8/19/2016,4.66,875,72490.00,0.00,-1.930,2.617,1069552,2.73,347,,,
0.002174555,Midwest,8/26/2016,4.66,904,72490.00,0.00,-1.840,2.791,1037375,2.82,348,,,
0.049651465,Midwest,9/2/2016,5.19,928,49223.60,0.00,-2.250,2.83,1052129,2.94,349,,,
0.000967901,Midwest,9/9/2016,5.19,954,49223.60,0.00,-2.320,2.749,1033073,2.87,350,,,
0.004180291,Midwest,9/16/2016,5.19,985,49223.60,0.00,-2.170,2.918,1083994,3.02,351,,,
0.001720147,Midwest,9/23/2016,5.19,1014,49223.60,0.00,-2.080,2.997,1067097,3.11,352,,,
0.002311391,Midwest,9/30/2016,5.19,1045,49223.60,0.00,-2.180,2.962,1103354,3.01,353,,,
0.148472351,Midwest,10/7/2016,4.25,1071,67647.00,0.00,-1.340,3.034,1135059,2.91,354,,,
0.037647583,Midwest,10/14/2016,4.25,1093,67647.00,0.00,-1.080,3.268,1184871,3.17,355,,,
0.000771605,Midwest,10/21/2016,4.25,1115,67647.00,0.00,-1.110,3.162,1143189,3.14,356,,,
0.143170197,Midwest,10/28/2016,4.25,1130,67647.00,0.00,-1.530,2.841,1153045,2.72,357,,,
0.180486138,Midwest,11/4/2016,3.38,1148,94597.00,0.00,-0.880,2.851,1172127,2.5,358,,,
0.101239669,Midwest,11/11/2016,3.38,1155,94597.00,0.00,-1.160,2.693,1193024,2.22,359,,,
0.035969084,Midwest,11/18/2016,3.38,1153,94597.00,0.00,-0.940,2.754,1157763,2.44,360,,,
0.115889543,Midwest,11/25/2016,3.38,1130,94597.00,0.00,-0.620,2.986,1153565,2.76,361,,,
0.104058273,Midwest,12/2/2016,3.63,1112,125267.00,0.00,-0.420,3.368,1200726,3.21,362,,,
1.306122449,Midwest,12/9/2016,3.63,1071,125267.00,0.00,0.060,3.667,1240708,3.69,363,,,
4,Midwest,12/16/2016,3.63,1007,125267.00,0.00,-0.060,3.484,1208078,3.57,364,,,
1,Midwest,12/23/2016,3.63,946,125267.00,0.00,-0.120,3.479,1221230,3.51,365,,,
2.25,Midwest,12/30/2016,3.63,921,125267.00,0.00,0.060,3.804,1255674,3.69,366,,,
,Mountain,1/1/2010,5.61,195,42086.00,97762.80,0.270,5.77,724087,5.88,1,,,
6.342935528,Mountain,1/8/2010,5.61,185,42086.00,97762.80,0.950,5.818,760159,6.56,2,,,
0.858060942,Mountain,1/15/2010,5.61,176,42086.00,97762.80,0.070,5.61,782549,5.68,3,,,
2.93877551,Mountain,1/22/2010,5.61,171,42086.00,97762.80,-0.050,5.625,769887,5.56,4,,,
3.24,Mountain,1/29/2010,5.61,164,42086.00,97762.80,-0.140,5.35,782673,5.47,5,,,
0.081632653,Mountain,2/5/2010,5.65,157,46116.00,111621.75,-0.180,5.448,775827,5.47,6,,,
0.197530864,Mountain,2/12/2010,5.65,148,46116.00,111621.75,-0.100,5.37,780477,5.55,7,,,
1.96,Mountain,2/19/2010,5.65,141,46116.00,111621.75,-0.240,5.228,794836,5.41,8,,,
5.0625,Mountain,2/26/2010,5.65,133,46116.00,111621.75,-0.780,4.816,820300,4.87,9,,,
0.000164366,Mountain,3/5/2010,5.53,129,42850.25,123423.00,-0.790,4.664,853259,4.74,10,,,
0.134754046,Mountain,3/12/2010,5.53,127,42850.25,123423.00,-1.080,4.49,859448,4.45,11,,,
0.041495199,Mountain,3/19/2010,5.53,126,42850.25,123423.00,-1.300,4.26,831206,4.23,12,,,
0.028639053,Mountain,3/26/2010,5.53,126,42850.25,123423.00,-1.520,4.034,815340,4.01,13,,,
0.017313019,Mountain,4/2/2010,5.14,126,28053.60,95269.40,-1.320,3.943,844832,3.82,14,,,
0.018595041,Mountain,4/9/2010,5.14,126,28053.60,95269.40,-1.140,4.086,868368,4,15,,,
0.002770083,Mountain,4/16/2010,5.14,129,28053.60,95269.40,-1.080,4.08,879380,4.06,16,,,
0.00420096,Mountain,4/23/2010,5.14,134,28053.60,95269.40,-1.150,4.054,823549,3.99,17,,,
0.021852552,Mountain,4/30/2010,5.14,138,28053.60,95269.40,-0.980,4.13,861875,4.16,18,,,
0.081632653,Mountain,5/7/2010,5.2,142,28589.00,123422.00,-1.260,3.99,868994,3.94,19,,,
0.039367599,Mountain,5/14/2010,5.2,147,28589.00,123422.00,-1.010,4.246,874072,4.19,20,,,
0.004803451,Mountain,5/21/2010,5.2,154,28589.00,123422.00,-0.940,4.21,840409,4.26,21,,,
0.007243096,Mountain,5/28/2010,5.2,161,28589.00,123422.00,-1.020,4.172,842011,4.18,22,,,
0.526336025,Mountain,6/4/2010,6.2,165,28421.00,117012.00,-1.760,4.54,828729,4.44,23,,,
0.027150052,Mountain,6/11/2010,6.2,168,28421.00,117012.00,-1.470,4.768,832563,4.73,24,,,
0.063353232,Mountain,6/18/2010,6.2,173,28421.00,117012.00,-1.100,5.068,825786,5.1,25,,,
0.023884298,Mountain,6/25/2010,6.2,178,28421.00,117012.00,-1.270,4.808,759921,4.93,26,,,
0.017918036,Mountain,7/2/2010,6.1,182,26239.00,98169.00,-1.440,4.685,783430,4.66,27,,,
4.82253E-05,Mountain,7/9/2010,6.1,188,26239.00,98169.00,-1.450,4.513,800607,4.65,28,,,
0.013745541,Mountain,7/16/2010,6.1,192,26239.00,98169.00,-1.620,4.432,785515,4.48,29,,,
0.009754611,Mountain,7/23/2010,6.1,195,26239.00,98169.00,-1.460,4.566,764029,4.64,30,,,
0.005676487,Mountain,7/30/2010,6.1,197,26239.00,98169.00,-1.350,4.762,779372,4.75,31,,,
0.075116598,Mountain,8/6/2010,5.78,199,32496.25,124500.25,-0.980,4.63,842038,4.8,32,,,
0.150354019,Mountain,8/13/2010,5.78,202,32496.25,124500.25,-1.360,4.314,828693,4.42,33,,,
0.007785467,Mountain,8/20/2010,5.78,205,32496.25,124500.25,-1.480,4.206,828565,4.3,34,,,
0.052775749,Mountain,8/27/2010,5.78,209,32496.25,124500.25,-1.820,3.89,816477,3.96,35,,,
0.029012197,Mountain,9/3/2010,5.89,212,28681.50,120172.75,-2.130,3.816,827657,3.76,36,,,
0.000352664,Mountain,9/10/2010,5.89,221,28681.50,120172.75,-2.090,3.828,821716,3.8,37,,,
0.010095923,Mountain,9/17/2010,5.89,223,28681.50,120172.75,-1.880,3.998,817004,4.01,38,,,
0,Mountain,9/24/2010,5.89,227,28681.50,120172.75,-1.880,3.922,774120,4.01,39,,,
0.065187868,Mountain,10/1/2010,5.19,230,24182.20,98308.20,-1.400,3.85,791682,3.79,40,,,
